ENAME,risk_label,risk_score,danger,avg_rainfall,total_buildings,mean_height,plot_r,Median_Time,Type_Industrial,Type_Office/Commercial,Type_Residential/Composite,Type_Others,Waterfront,Mean_Elev,Elev_Var,Elev_Min,Elev_Max,t_pop,adhz,ma_hh,pop_pub,pop_s,pop_pri,pop_non,pop_tem,dm_r
Kowloon Station,Medium Risk,0.6279048234287071,35.2,6.23,76,11.343421052631562,0.43850048156859855,2003.0,0.0,9.0,25.0,3.0,1,9.488372093023257,32,0,32,15627,3.1,89420,0,0,15246,377,4,38500.0
Cheung Ching,Medium Risk,0.33119433542876875,18.6,6.3,34,12.170588235294119,0.9088619996358769,1982.0,0.0,0.0,10.0,0.0,0,46.732,62,18,81,19934,2.8,24970,13824,1170,4915,25,0,1840.0
Cheung Hong,Medium Risk,0.40035200918901503,22.4,6.3,53,11.42264150943398,0.5682471806733527,1987.5,0.0,1.0,35.0,5.0,0,71.51891891891896,46,46,98,13880,2.5,20350,7505,4097,2237,41,0,1320.0
Shing Hong,Medium Risk,0.4892114585958244,27.4,6.3,55,16.129090909090934,5.112217459948212,1987.5,0.0,1.0,35.0,5.0,0,65.4705882352941,41,42,84,14861,2.6,20000,12930,1023,739,169,0,1710.0
Cho Yiu,Medium Risk,0.38626924255178785,21.6,6.67,136,13.506617647058818,0.8270475536323095,1982.0,0.0,2.0,31.0,10.0,0,78.46759259259257,153,9,166,14762,2.9,29290,6717,2894,3358,1792,1,2610.0
Lai King,Medium Risk,0.3585171085387694,20.1,6.67,177,12.036723163841806,0.21318351796885499,1982.0,43.0,14.0,0.0,18.0,1,13.543669770953926,91,0,93,13658,2.6,18820,10614,1026,2004,14,0,2060.0
Tsing Yi Estate,Medium Risk,0.35559097183885524,19.9,6.3,31,10.254838709677422,0.6468987637539904,1986.0,0.0,0.0,12.0,0.0,0,14.499999999999995,18,8,26,15134,2.7,29720,870,9847,4159,257,1,1770.0
Greenfield,Medium Risk,0.46563209700826086,26.1,6.3,581,13.276247848536983,5.404814534550167,1989.5,17.0,1.0,23.0,3.0,0,19.961409395973142,50,5,58,19789,2.7,36540,0,1583,18108,4,94,10000.0
Lai Wah,Medium Risk,0.5241126103902257,29.4,6.67,460,13.188695652173902,1.6545470730155285,1991.5,0.0,0.0,24.0,2.0,0,102.05633802816905,253,9,306,13758,2.8,30960,4061,5365,3973,208,151,4070.0
Tsing Yi South,Medium Risk,0.605737315613576,33.9,6.3,288,13.078125,0.28572887164699806,1999.0,38.0,9.0,17.0,31.0,1,68.6145333825154,287,0,290,18789,2.8,28170,11596,0,7074,75,44,3130.0
Wai Ying,Medium Risk,0.549971955726224,30.8,6.3,137,11.72846715328468,2.592264844135415,1997.0,0.0,2.0,24.0,7.0,0,13.950859950859943,28,1,28,17985,3.0,50280,1147,5315,11485,36,2,17000.0
Wah Lai,Medium Risk,0.42282987080504625,23.7,6.67,74,12.23513513513511,0.28254791874887475,1986.0,0.0,2.0,40.0,5.0,0,154.6616702355461,218,39,265,16182,2.9,28880,7930,0,7981,268,3,2050.0
Cheung On,Medium Risk,0.31609574002415797,17.7,6.3,20,6.960000000000001,0.2654897860281789,1987.5,0.0,1.0,35.0,5.0,0,29.092783505154642,30,13,46,11486,2.8,22950,912,10462,56,56,0,1850.0
Hing Fong,Low Risk,0.28791741817416516,16.1,6.67,178,12.307303370786517,2.07427207541949,1977.0,0.0,5.0,52.0,1.0,0,29.484342379958267,89,3,105,14055,2.6,28950,2291,0,11619,86,59,5600.0
On Ho,Medium Risk,0.6440788647769541,36.1,6.3,45,15.108888888888895,2.6430291975295557,1999.0,0.0,4.0,16.0,3.0,1,17.576530612244902,38,3,42,18393,2.9,32460,2837,7029,8393,133,1,4780.0
Ching Fat,Medium Risk,0.335513824088068,18.8,6.3,80,17.211249999999982,1.4070424360384732,1976.0,5.0,1.0,0.0,1.0,1,13.53185595567867,45,1,57,16417,2.8,25930,1726,12581,2013,96,1,1630.0
Cheung Hang,High Risk,0.871117269153604,48.8,6.3,52,8.688461538461546,0.21379012950639745,2022.0,0.0,0.0,2.0,0.0,1,55.19641672196423,159,3,168,12913,3.0,20850,12891,0,0,22,0,1870.0
Kwai Shing East Estate,Medium Risk,0.5415094073654773,30.3,6.26,31,19.4709677419355,1.9273933765006808,1987.0,0.0,0.0,0.0,5.0,0,61.77235772357724,61,24,116,17514,2.8,19320,16920,0,0,594,0,3130.0
Kwai Shing West Estate,Medium Risk,0.4011525851977403,22.5,6.67,112,9.48303571428572,1.0058917148917328,1988.0,56.0,2.0,6.0,13.0,1,35.79854689564076,125,3,128,17719,2.8,21000,16428,0,915,376,0,2180.0
Kwai Fong,Low Risk,0.24420739020214524,13.7,6.26,102,10.942156862745115,0.9621732113490925,1978.0,121.0,14.0,1.0,0.0,0,37.8815533980583,58,12,69,18855,2.8,21890,17185,0,0,1670,0,2620.0
Upper Tai Wo Hau,Low Risk,0.22595043351564817,12.7,6.26,14,5.5642857142857185,0.24664046107979246,1983.5,0.0,0.0,1.0,1.0,0,46.86021505376345,36,30,67,13990,2.5,20420,10522,955,2374,139,0,2360.0
Kwai Chung Estate South,Medium Risk,0.3160550453956472,17.7,6.26,58,11.53965517241382,5.6140663985909125,1982.0,0.0,1.0,0.0,17.0,0,43.96410256410258,53,18,71,20042,2.6,20040,17177,0,2714,151,0,2750.0
Kwai Hing,Low Risk,0.20361317407985088,11.4,6.26,32,11.999999999999986,2.218529915934195,1974.0,0.0,0.0,29.0,0.0,0,31.114583333333332,32,18,57,12836,2.6,22150,477,5978,5999,341,41,5400.0
Shek Lei North,Medium Risk,0.4126902552368045,23.1,6.26,17,12.247058823529414,1.3542314539002944,1987.5,0.0,1.0,35.0,5.0,0,94.43564356435645,53,64,127,12735,2.7,19120,12735,0,0,0,0,2760.0
Shek Lei South,Medium Risk,0.5333609566146268,29.9,6.26,64,9.415625000000006,0.287109877249834,1999.0,0.0,0.0,0.0,5.0,0,157.91564625850356,244,47,337,19053,2.8,19670,16752,1885,24,309,83,2170.0
Lower Tai Wo Hau,Low Risk,0.07602856410145288,4.3,6.26,28,6.846428571428575,1.2592063245519354,1972.0,0.0,0.0,14.0,2.0,0,34.75510204081634,36,14,50,13261,2.8,21800,9732,1737,1723,0,69,2130.0
Kwai Chung Estate North,Medium Risk,0.38630908236342704,21.7,6.26,29,8.844827586206897,0.36004068169885056,1990.0,15.0,4.0,0.0,6.0,0,28.32142857142857,44,9,55,17538,2.7,20150,17458,0,0,80,0,2760.0
Tai Pak Tin West,Low Risk,0.28571260421626155,16.0,6.26,54,14.744444444444426,1.1496699763190847,1976.0,70.0,5.0,48.0,8.0,0,67.6747967479674,68,27,101,15961,2.5,24140,0,0,13891,1692,378,5500.0
Shek Yam,Low Risk,0.2444180702175247,13.7,6.26,86,10.552325581395337,1.1592171044906523,1978.5,15.0,2.0,0.0,1.0,0,61.72164948453614,100,14,129,19009,2.9,23890,13999,4086,685,238,1,3130.0
On Yam,Medium Risk,0.30814752146876595,17.3,6.26,122,10.318852459016412,0.47265577519596114,1983.0,0.0,0.0,0.0,5.0,0,152.01506456241023,185,55,255,16285,3.0,22230,15983,0,0,177,125,3050.0
Kwai Luen,Medium Risk,0.338064517893747,18.9,6.26,88,11.903409090909086,1.0839933691562407,1983.0,0.0,2.0,9.0,13.0,0,33.5068870523416,89,7,118,13112,2.7,22790,7446,2440,2726,499,1,2750.0
Tai Pak Tin East,Low Risk,0.13274440186351777,7.4,6.26,28,8.246428571428574,0.26208213282574394,1974.0,0.0,0.0,48.0,1.0,0,79.65957446808511,51,53,124,15892,2.6,19000,6578,0,8821,346,147,3930.0
Wan Tsui,Medium Risk,0.5013745818245509,28.1,6.44,144,14.170138888888921,0.26375267374120354,1990.0,0.0,0.0,4.0,14.0,1,126.48840321141822,280,1,281,14521,2.6,21340,10373,1521,2399,183,45,2190.0
Kai Hiu,Medium Risk,0.39329963062934675,22.0,6.37,14,10.750000000000002,0.4115996252875955,1987.5,0.0,1.0,35.0,5.0,0,36.30994152046783,74,7,111,12271,3.0,26710,7216,4376,679,0,0,1980.0
Fu Nam,Medium Risk,0.6805903510808996,38.1,7.12,47,10.73191489361702,0.5483829744852378,2002.5,0.0,1.0,14.0,5.0,0,31.149484536082483,68,4,139,16665,2.8,37280,287,7759,8390,229,0,15000.0
King Lam,Medium Risk,0.3698885571373795,20.7,7.12,19,6.305263157894707,0.2370574412028811,1987.5,0.0,1.0,35.0,5.0,0,9.912751677852352,15,3,18,15419,2.6,20040,2023,12617,573,206,0,940.0
Wan Hang,Medium Risk,0.570555547437877,32.0,7.12,39,8.512820512820497,0.2565941865098787,1998.0,0.0,0.0,17.0,0.0,0,10.670833333333324,33,3,75,13898,3.0,50870,0,3482,10415,1,0,15000.0
Tsui Lam,Medium Risk,0.38239121414228144,21.4,6.64,27,9.018518518518512,0.19093306558111814,1987.5,0.0,1.0,35.0,5.0,0,88.20430107526879,93,38,139,13588,2.8,23850,2876,10368,164,180,0,1760.0
Hong King,Medium Risk,0.5642973296100336,31.6,7.12,54,8.983333333333313,0.19250826092109147,1997.0,0.0,1.0,11.0,6.0,0,35.140480591497194,86,4,90,12545,2.9,37000,0,5356,7189,0,0,13050.0
Yan Ying,Medium Risk,0.5492436015202846,30.8,7.12,39,6.58205128205126,0.33487090554823257,1999.0,0.0,0.0,12.0,1.0,0,12.37241379310345,29,4,45,18481,2.8,35020,0,6963,11518,0,0,15600.0
Po Lam,Medium Risk,0.40664521894195577,22.8,7.12,48,8.252083333333303,0.37093429589130295,1987.5,0.0,1.0,35.0,5.0,0,12.705128205128203,27,3,30,14084,2.7,20810,2827,10972,85,200,0,1680.0
Hang Hau West,Medium Risk,0.40215994209356304,22.5,6.61,2172,8.990791896869396,0.45860312168965256,1989.0,4.0,3.0,323.0,16.0,0,170.29434236856468,379,0,379,20082,3.1,43000,0,0,18562,803,717,10300.0
Hang Hau East,Medium Risk,0.3152089640352606,17.7,6.69,2563,10.459422551697486,0.35084786018833813,1981.0,3.0,5.0,809.0,55.0,1,71.8012143820936,274,0,276,16447,3.2,49170,0,0,15198,1134,115,13000.0
Sai Kung Central,Medium Risk,0.4905455708598396,27.5,7.54,934,10.500214132762324,2.310901064100967,1988.0,6.0,7.0,108.0,8.0,1,11.967293540474246,61,0,60,12173,2.7,30380,1358,1444,9281,50,40,9000.0
Pak Sha Wan,Medium Risk,0.40621126854476053,22.8,6.61,3333,10.00735073507349,0.4710708879210289,1988.0,2.0,4.0,857.0,32.0,1,145.5108840743405,529,0,537,16829,3.0,40020,0,0,16663,50,116,12500.0
Sai Kung Islands,Medium Risk,0.5107148354961155,28.6,6.74,3795,10.17501976284592,0.11860649959720691,1994.0,0.0,2.0,246.0,62.0,1,88.55776531643022,401,0,401,13707,2.9,40040,0,0,13342,187,178,15600.0
Po Yee,Medium Risk,0.6488649427310288,36.4,7.12,22,10.25454545454545,0.2716098967755854,2001.0,0.0,1.0,10.0,3.0,0,12.809523809523805,25,4,28,14765,2.9,25910,5479,9061,225,0,0,2490.0
Wai Yan,Medium Risk,0.5578278496716436,31.3,7.12,12,9.041666666666664,2.8558668882322173,1996.5,0.0,0.0,20.0,0.0,0,31.786666666666665,46,3,94,13849,2.6,34070,1805,5345,6564,135,0,1470.0
Po Nga,Medium Risk,0.6082236350381811,34.1,7.31,129,11.300000000000008,1.8381155252399013,1996.0,0.0,0.0,53.0,1.0,0,9.507788161993773,18,3,21,16763,2.9,27750,784,10376,5603,0,0,5000.0
On Tat,High Risk,0.8089709019924817,45.3,6.59,33,6.56363636363637,0.38925488695043675,2019.0,0.0,0.0,0.0,1.0,0,150.6020408163265,58,106,179,19737,2.6,16410,19737,0,0,0,0,2830.0
Yau Chui,Medium Risk,0.6440639196857842,36.1,6.57,25,29.19200000000002,8.322853644978348,1980.0,0.0,0.0,13.0,1.0,0,25.742574257425737,37,11,54,16434,3.0,40050,3411,4423,8378,222,0,2910.0
Yau Tong East,Medium Risk,0.4788058826188542,26.8,6.57,33,14.424242424242422,0.54015834406778,1987.5,0.0,1.0,35.0,5.0,0,65.11013215859033,106,7,146,12904,2.7,19420,12843,0,0,61,0,3240.0
Hin Ka,Medium Risk,0.3797198017015627,21.3,7.09,24,6.954166666666666,0.24566478734937788,1987.5,0.0,1.0,35.0,5.0,0,174.15308988764022,277,9,377,12252,2.8,27800,638,9378,2205,31,0,2250.0
Keng Hau,Medium Risk,0.6224807886481264,34.9,7.09,425,13.797176470588191,5.1801139413746,1995.0,0.0,0.0,30.0,3.0,0,25.123046874999993,78,5,89,18707,2.9,29140,2175,10046,6344,142,0,2750.0
Chui Tin,Low Risk,0.2931179910476801,16.4,7.09,28,8.382142857142856,0.03336216247809851,1980.0,0.0,1.0,18.0,0.0,0,157.62246897452653,322,5,330,14635,2.7,26350,6299,1629,6674,33,0,2190.0
Tin Sum,Medium Risk,0.5105850706442145,28.6,7.09,226,10.276548672566364,2.212653097021766,1992.0,0.0,0.0,0.0,2.0,0,12.115384615384606,25,6,35,13952,2.9,23480,12222,0,1632,98,0,2340.0
Sun Tin Wai,Medium Risk,0.4393358741668443,24.6,7.09,503,10.913717693836961,0.6128578939107635,1986.5,0.0,0.0,11.0,3.0,0,183.13368765331177,437,2,452,16628,2.7,26030,8893,0,6625,250,860,1960.0
Wan Shing,High Risk,0.7772272037474286,43.6,7.09,22,9.963636363636361,0.6395754017880388,2010.0,0.0,1.0,22.0,2.0,0,13.92227979274611,18,8,25,20005,3.4,55530,0,3912,16005,88,0,23500.0
Chui Ka,Medium Risk,0.4181861656642054,23.4,7.09,57,10.996491228070177,0.527358395326443,1985.0,0.0,2.0,38.0,3.0,0,14.162241887905601,32,5,37,17376,2.5,17640,10807,2609,3803,157,0,1940.0
Chun Fung,High Risk,0.8000015467981938,44.8,7.09,179,9.565921787709513,2.944061686531923,2012.0,0.0,0.0,5.0,0.0,0,10.871595330739302,41,2,52,15011,2.6,25980,5220,3243,6324,223,1,2250.0
Pok Hong,Medium Risk,0.5124600407524523,28.7,7.36,219,12.831050228310549,3.026662942952416,1987.5,0.0,1.0,35.0,5.0,0,12.992509363295886,27,5,35,15817,2.7,21570,1832,11940,1923,122,0,2110.0
Lower Shing Mun,Medium Risk,0.530507416322087,29.7,7.09,414,9.727777777777767,0.10424430125923834,1994.0,0.0,0.0,98.0,5.0,0,175.27482993197327,412,10,425,18378,2.7,19340,14502,463,2945,329,139,2760.0
Tai Wai,Medium Risk,0.3038341189677637,17.0,7.09,309,11.35566343042073,2.6678089630846737,1977.0,0.0,1.0,68.0,2.0,0,15.269480519480519,27,7,36,19924,2.4,19640,9850,3055,6954,56,9,2030.0
Sha Tin Town Centre,Medium Risk,0.44185547885461984,24.8,7.09,181,9.844198895027624,0.5715731608153302,1988.0,11.0,6.0,113.0,19.0,0,16.49319727891156,74,2,81,18833,2.6,43670,0,0,18659,171,3,13000.0
Yue Shing,Medium Risk,0.43872377116326466,24.6,7.36,56,10.12857142857144,0.37559559007250437,1986.0,0.0,1.0,27.0,3.0,0,10.887700534759356,27,3,30,14944,2.3,35420,0,3547,11397,0,0,12000.0
Wong Uk,Medium Risk,0.44708814852296946,25.1,7.36,140,11.373571428571424,1.2648718380167432,1985.0,0.0,4.0,51.0,12.0,0,11.81428571428573,33,1,33,16194,2.4,33920,0,0,15477,717,0,11000.0
City One,Medium Risk,0.4781226344439022,26.8,7.36,43,15.423255813953489,0.7797232079754185,1982.0,0.0,2.0,31.0,2.0,0,6.357976653696501,17,3,26,15407,2.7,40560,0,0,15074,333,0,13500.0
Wo Che Estate,Medium Risk,0.477331328233133,26.8,7.36,44,10.97045454545453,0.7743772254688329,1987.5,0.0,1.0,35.0,5.0,0,9.477876106194696,21,2,23,17572,3.0,23300,17487,0,0,85,0,2080.0
Lek Yuen,Medium Risk,0.5385813046041845,30.2,7.09,1019,11.759371933267992,3.9349204968528277,1992.0,0.0,4.0,5.0,16.0,0,43.5922330097087,148,2,156,15728,2.5,18200,12265,0,2980,249,234,1960.0
Chung Tin,High Risk,0.7794217547265807,43.7,7.09,402,11.683830845771112,0.2780707394029826,2008.0,0.0,0.0,32.0,1.0,0,186.8712454945936,446,8,469,15504,2.9,31300,2750,5652,6863,0,239,1940.0
Bik Woo,Medium Risk,0.6398735111686409,35.9,7.36,102,15.168627450980377,0.6788567370905705,1993.0,22.0,12.0,27.0,10.0,0,17.205414012738856,71,2,83,16368,3.0,40750,4703,0,11507,158,0,2740.0
Kwong Hong,High Risk,0.7085040970564382,39.7,7.36,279,12.387813620071714,0.3980764757937284,2001.0,0.0,0.0,1.0,12.0,0,112.65083440308081,335,4,361,12231,2.9,37020,0,5398,6351,482,0,2990.0
Yu Yan,Medium Risk,0.6589040284350516,36.9,7.36,735,10.562721088435424,0.19673993173390295,2000.0,10.0,4.0,10.0,23.0,0,237.59978880675882,555,2,558,18760,3.0,38550,0,12666,5839,255,0,13500.0
On Tai,Medium Risk,0.6438065842696628,36.1,7.54,33,8.993939393939392,0.19607354327439286,2000.0,0.0,0.0,6.0,0.0,1,20.869318181818176,52,1,63,13192,3.0,35720,0,9971,3221,0,0,15000.0
Heng On,Medium Risk,0.4922964463739445,27.6,7.54,33,10.993939393939396,0.4011895394376296,1987.5,0.0,1.0,35.0,5.0,0,12.71238938053097,21,5,27,18622,2.8,21400,1438,15578,1489,117,0,2010.0
Sha Kok,Medium Risk,0.4266289851178548,23.9,7.36,40,8.28500000000001,0.3335808020498388,1987.5,0.0,1.0,35.0,5.0,0,14.244604316546766,18,5,22,15740,2.4,15540,14014,0,1634,90,2,1450.0
Shui Chuen O,High Risk,0.989407750718636,55.5,7.36,74,10.424324324324317,0.059123651072186416,2022.0,0.0,0.0,5.0,4.0,0,229.39848377161803,434,3,449,19719,2.6,16820,19505,0,92,116,6,2730.0
Kwong Yuen,Medium Risk,0.45296708447817824,25.4,7.36,35,9.680000000000014,1.6001459429998872,1987.5,0.0,1.0,35.0,5.0,0,27.16666666666668,34,11,44,11716,2.7,22500,1712,9740,181,83,0,1660.0
Fo Tan,High Risk,0.9637213594088845,54.0,7.54,609,12.304597701149437,0.31002282803972897,2017.0,58.0,2.0,382.0,64.0,0,189.96220858895657,594,2,616,22127,3.0,54150,0,1774,19931,244,178,15000.0
Yiu On,Medium Risk,0.6003121185523359,33.6,7.54,20,16.715000000000003,0.9116421916577702,1987.5,0.0,1.0,35.0,5.0,0,15.338582677165356,18,6,24,15994,2.8,25830,1585,13195,1092,122,0,1650.0
Chung On,Medium Risk,0.6564335137469784,36.8,7.54,51,10.464705882352916,0.5391975299857941,1999.0,0.0,0.0,16.0,2.0,1,13.280528052805288,48,3,60,15264,3.1,36290,8330,0,6907,27,0,2830.0
Tai Shui Hang,Medium Risk,0.4951276882282393,27.7,7.54,352,11.544886363636383,0.16362036919841214,1987.0,0.0,1.0,17.0,4.0,0,244.14694508894107,613,2,630,18198,2.7,27040,6382,7590,4174,0,52,2500.0
Kam Ying,Medium Risk,0.6274021492664826,35.2,7.54,46,12.936956521739162,0.7406416960421813,1994.0,0.0,0.0,16.0,3.0,0,42.59248554913296,106,2,124,16691,2.8,39580,0,7673,9018,0,0,13000.0
Fu Lung,High Risk,0.7654376460107427,42.9,7.54,34,21.049999999999983,0.9137776857671936,1993.0,0.0,1.0,15.0,2.0,0,26.45762711864407,57,5,78,16243,2.7,32290,0,12352,3869,22,0,13000.0
Lee On,High Risk,0.7031581337948403,39.4,7.54,32,12.137500000000006,0.19136641044132463,2000.0,0.0,0.0,13.0,2.0,0,37.97173913043479,101,6,160,15621,3.1,31190,10535,0,5055,31,0,2430.0
Kam To,High Risk,0.8004136256142573,44.9,7.54,30,16.486666666666665,0.6293348904181232,2001.0,0.0,2.0,6.0,0.0,1,16.234374999999996,44,5,57,18699,3.0,35490,0,14747,3876,76,0,15000.0
Ma On Shan Town Centre,Medium Risk,0.5905757119208341,33.1,7.54,59,10.986440677966108,0.3709098394311345,1994.0,0.0,0.0,40.0,1.0,1,9.548507462686562,21,0,20,17782,2.8,43050,0,1889,15893,0,0,14500.0
Wu Kai Sha,High Risk,0.9539311265284115,53.5,7.54,391,10.182097186700723,0.8647479343908968,2019.0,0.0,1.0,172.0,22.0,1,6.809958506224071,48,0,56,23511,3.0,69880,0,0,23471,40,0,18500.0
Chun Ma,Medium Risk,0.4934534331248318,27.7,7.54,983,12.258189216683622,1.1749903592984678,1986.0,0.0,14.0,461.0,110.0,1,42.12720105124829,178,0,196,14492,3.3,97840,0,0,13198,1260,34,21000.0
Jat Chuen,Medium Risk,0.4174962587017493,23.4,7.36,230,12.212173913043497,1.2877269566940863,1982.0,0.0,2.0,3.0,6.0,0,52.2831632653061,164,2,189,20143,2.7,19950,18685,0,1147,305,6,2100.0
Sui Wo,Medium Risk,0.4620857829742763,25.9,7.09,465,10.91569892473115,0.49639497397828464,1988.0,22.0,1.0,157.0,14.0,0,229.7285908473034,537,4,543,23765,2.7,21570,9891,18,13504,21,331,2760.0
Hoi Nam,High Risk,0.8044559451648563,45.1,7.54,36,11.88888888888889,0.2560348621081783,2007.0,0.0,2.0,43.0,8.0,1,12.825581395348841,43,0,49,14343,3.1,57570,0,1757,12586,0,0,21250.0
Di Yee,Medium Risk,0.6334077039448115,35.5,7.36,28,10.01428571428572,0.701406177041449,1999.0,0.0,0.0,12.0,1.0,0,11.262032085561499,36,2,39,16718,3.0,27750,8477,2987,5254,0,0,2740.0
Lei Tung II,Low Risk,0.2803200772343989,15.7,5.67,21,7.757142857142853,2.4557401873773657,1987.5,0.0,1.0,35.0,5.0,0,68.42975206611571,46,28,88,14043,2.5,20040,2751,11054,30,208,0,1550.0
South Horizons East,Medium Risk,0.39546352399159707,22.2,5.67,49,8.642857142857153,0.4162870666813178,1994.0,6.0,0.0,28.0,6.0,1,49.48097826086962,103,3,112,14444,3.1,64840,0,0,14411,33,0,20000.0
South Horizons West,Medium Risk,0.3987752370274244,22.3,5.67,27,10.422222222222224,2.074636914590233,1992.0,0.0,2.0,19.0,3.0,1,67.6160714285714,57,0,99,14947,3.3,64840,0,0,14947,0,0,22800.0
Ap Lei Chau Estate,Medium Risk,0.32002277283951525,17.9,5.67,15,9.860000000000001,1.5723938381548013,1987.5,0.0,1.0,35.0,5.0,0,25.205882352941178,47,3,70,12089,2.7,20040,11998,0,0,91,0,1850.0
Ap Lei Chau North,Medium Risk,0.3470081083300134,19.4,5.67,104,13.294230769230769,3.7959902146191933,1985.0,0.0,4.0,87.0,3.0,0,12.819767441860462,28,1,29,11897,2.6,35090,0,1361,10328,208,0,13500.0
Aberdeen,Low Risk,0.2560404593407848,14.4,5.67,100,13.288000000000029,1.4887223858295429,1979.0,4.0,11.0,112.0,15.0,0,23.042194092826996,46,0,50,19459,2.8,34070,0,0,19427,31,1,10500.0
Shek Yue,Low Risk,0.24883487172244054,13.9,6.05,14,24.114285714285725,2.195815914556369,1963.0,0.0,0.0,5.0,0.0,0,57.975903614457835,32,39,73,17621,2.8,19830,17621,0,0,0,0,2850.0
Wah Kwai,Low Risk,0.06903468029979279,3.9,5.67,20,12.205,0.475643218105715,1968.0,0.0,0.0,1.0,0.0,1,25.264044943820235,57,0,59,13309,2.7,25160,1810,10648,812,39,0,2110.0
Wah Fu South,Low Risk,0.0,0.0,5.67,35,8.548571428571428,0.22372886927388588,1968.0,0.0,1.0,18.0,10.0,1,43.34013605442174,59,8,75,12411,2.6,20040,12338,0,0,73,0,1680.0
Tin Wan,Low Risk,0.23171018203786523,13.0,5.67,130,10.395384615384618,0.4812248098908306,1981.0,8.0,7.0,49.0,8.0,0,64.34809160305333,151,2,188,16811,2.7,23750,8498,1880,5672,761,0,4070.0
Wah Fu North,Low Risk,0.1266193675745503,7.1,5.67,34,12.047058823529404,0.8248939410565634,1972.0,0.0,0.0,8.0,5.0,1,66.65470852017938,62,31,101,13864,3.0,23040,12745,0,998,68,53,2120.0
Wong Chuk Hang,Medium Risk,0.3740340867139097,21.0,6.05,261,13.101915708812204,0.4384829076245115,1985.0,55.0,32.0,64.0,47.0,0,68.57535164099123,216,3,227,16316,2.8,34490,0,8666,5172,2453,25,11500.0
Lei Tung I,Medium Risk,0.6239745275128982,35.0,5.67,28,7.914285714285711,0.036076040214510656,2010.0,0.0,0.0,13.0,0.0,1,43.229317851959415,140,0,150,12307,2.9,33820,620,7504,4144,39,0,16300.0
Bays Area,Medium Risk,0.37624828188411796,21.1,5.88,1247,13.143624699278291,0.5122440207537216,1986.0,0.0,13.0,1233.0,81.0,1,115.79829202636206,397,0,397,17703,4.0,133910,0,0,16934,554,215,80000.0
Stanley & Shek O,Medium Risk,0.5106137316040252,28.6,6.24,2311,14.712115967113753,0.4369697898856036,1991.0,1.0,10.0,970.0,68.0,1,102.66487167238485,376,0,392,20683,3.2,50050,2784,2425,13475,1587,412,4230.0
Chi Fu,Low Risk,0.2757405773340647,15.5,6.54,216,10.613888888888894,0.4229988192364068,1979.0,0.0,4.0,47.0,15.0,0,157.33312302839144,215,49,275,15599,2.7,38750,0,0,14260,127,1212,15000.0
Pokfulam,Medium Risk,0.34837293066148517,19.5,5.61,356,13.221910112359527,0.5032816615740041,1985.5,0.0,12.0,326.0,78.0,1,104.60359624029432,389,0,460,19775,3.7,115140,0,0,18845,815,115,50000.0
Nam Cheong South,Low Risk,0.13828095497584794,7.8,6.23,362,10.271823204419888,10.10197460262725,1972.0,0.0,11.0,313.0,4.0,0,19.117283950617278,17,10,27,19024,2.3,18200,0,0,18571,20,433,5700.0
Nam Cheong West,Low Risk,0.27013722789869005,15.1,6.7,214,11.237383177570099,1.766385792171342,1977.0,1.0,2.0,202.0,4.0,0,12.265753424657529,25,5,30,18936,2.4,20040,1085,3614,13944,155,138,4700.0
Nam Cheong Central,Low Risk,0.1001752460473013,5.6,6.7,429,11.057109557109577,10.841441925293124,1966.0,0.0,4.0,257.0,0.0,0,24.239669421487605,16,18,34,17681,2.2,15640,0,0,17269,0,412,4590.0
Nam Cheong East,Low Risk,0.17330697668065756,9.7,6.7,168,11.722619047619041,3.871178759248209,1970.0,0.0,0.0,165.0,8.0,0,21.761006289308174,28,8,42,21187,2.4,19630,4347,0,16573,9,258,4500.0
Nam Cheong North,Low Risk,0.275192403262599,15.4,6.7,198,13.10909090909092,6.495171464052584,1975.0,0.0,8.0,216.0,2.0,0,25.593220338983052,14,19,33,16888,2.3,18320,0,0,16429,68,391,5000.0
Lai Kok,Medium Risk,0.5458973757279143,30.6,6.7,27,11.407407407407412,0.48928595657610746,1995.0,0.0,1.0,0.0,0.0,0,15.975609756097567,19,9,32,13795,2.5,16550,9767,2222,1582,222,2,1970.0
Shek Kip Mei,Low Risk,0.25946694494074385,14.5,6.7,42,12.276190476190486,1.7864231421378183,1975.0,0.0,0.0,15.0,6.0,0,16.653225806451612,21,7,29,18078,2.4,15920,16779,0,1089,205,5,2130.0
Lai Chi Kok South,Medium Risk,0.5033561393436736,28.2,6.59,422,11.228199052132716,0.8356067024996247,1993.0,9.0,1.0,0.0,3.0,1,11.95016987542469,67,0,86,16196,3.3,26040,16196,0,0,0,0,4730.0
Lai Chi Kok Central,Medium Risk,0.5960858356989543,33.4,6.59,28,7.317857142857157,0.37015402354321747,2004.0,1.0,0.0,27.0,2.0,0,17.854368932038835,29,7,41,19164,2.8,60190,0,0,19162,0,2,18000.0
Mei Foo South,Low Risk,0.27836575680937137,15.6,6.59,61,14.549180327868878,1.4409413728433529,1974.0,0.0,0.0,48.0,10.0,0,12.338935574229676,28,3,30,16748,3.1,54540,0,0,16748,0,0,23800.0
